LIDER_CENARIO;STATUS_EDIT_CENARIO;IDENTIFICADOR_DE_CENARIO;COMANDO_CENARIO_EXECUCOES;NOME_CENARIO;PAGINA_APEX;ORIGEM_LINHA
AdrielSilva;SEM_EDIT_PLACEHOLDER;MAIS_FRANGO.FIS.0013.V6;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""MAIS_FRANGO.FIS.0013.V6"").click()";DFE034-Emissão NFE de Entrada referente ao ICMS ST;1;editar_indice_2
