LIDER_CENARIO;STATUS_EDIT_CENARIO;IDENTIFICADOR_DE_CENARIO;COMANDO_CENARIO_EXECUCOES;NOME_CENARIO;PAGINA_APEX;ORIGEM_LINHA
AdrielSilva;SEM_EDIT_PLACEHOLDER;BELLO.FIS.003.V3;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""BELLO.FIS.003.V3"").click()";ADJ - 01 Integração de Dados Movimentação Nota fiscal de entra Servico Entradas;1;editar_indice_0
