EXECUCAO_ID;RELATORIO;INDICE_ORIGINAL;LIDER;PRIORIDADE;SAVED_VALUE;INICIO;FIM;TEMPO_TOTAL_SEGUNDOS;TOTAL_PAGINAS;TOTAL_LINHAS;TOTAL_DOWNLOADS;TOTAL_SEM_EDIT;TOTAL_NAO_INICIADO;TOTAL_ERROS;TOTAL_TIMEOUTS;TOTAL_ETAPAS_PLAYWRIGHT;TOTAL_ETAPAS_ERRO;LINHAS_POR_MINUTO;STATUS_FINAL;ERRO_FINAL
20260628_212652;RELATORIO_02_Walceir_P2;2;Walceir;P2;96445783233272755;2026-06-28 21:26:52;2026-06-28 21:33:38;406,304;1;34;8;39;36;40;127;948;84;5,021;OK;
