LIDER_CENARIO;STATUS_EDIT_CENARIO;IDENTIFICADOR_DE_CENARIO;COMANDO_CENARIO_EXECUCOES;NOME_CENARIO;PAGINA_APEX;ORIGEM_LINHA
Camila;SEM_EDIT_PLACEHOLDER;CASSILANDIA.CTL.008.V6;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""CASSILANDIA.CTL.008.V6"").click()";CASSILANDIA-GAF.03 - REALIZAR TRANSF DE ATIVOS - TRANSF PARCIAL SEM EMISSAO DE NF (MANUAL);1;tr_child_20
