Seq.;Atividade;Resultado;Comentário;Resultado Esperado;Descrição;Área de Negocio;Módulo/Sistema;Usuário Responsável;Anotações;Tempo (Minutos)
10;Buscar Lancamento a ser contabilizado;Bloqueado;;Lancamento encontrado;Navegador > Contabilidade Geral > Contabilidade Automatica;Controladoria;Fusion: GL;Walceir Hernandes;;
20;Acoes e Contabilizar Lancamentos;Bloqueado;;Lancamento contabilizado;> Informar Dados e Submeter;Controladoria;Fusion: GL;Walceir Hernandes;;
