Seq.;Atividade;Resultado;Comentário;Resultado Esperado;Descrição;Área de Negocio;Módulo/Sistema;Usuário Responsável;Anotações;Tempo (Minutos)
10;Buscar Lancamento a ser estornado;Não Executado;;Lancamento encontrado;Navegador > Contabilidade Geral > Lancamentos > Tarefas > Gerenciar Lancamentos > Pesquisar Lancamentos;Controladoria;Fusion: GL;Walceir Hernandes;;
20;Acoes e Reverter Lancamentos;Não Executado;;Lancamento revertido;> Acoes do Lote ou Acoes do Lancamento > Reverter;Controladoria;Fusion: GL;Walceir Hernandes;;
30;Validar Lote Revertido;Não Executado;;Lancamento validado;Validar Lote Revertido;Controladoria;Fusion: GL;Walceir Hernandes;;
40;Submeter Lancamento para Aprovacao;Não Executado;;Lancamento contabilizado;Submeter Lancamento para Aprovacao;Controladoria;Fusion: GL;Walceir Hernandes;;
