Seq.;Atividade;Resultado;Comentário;Resultado Esperado;Descrição;Área de Negocio;Módulo/Sistema;Usuário Responsável;Anotações;Tempo (Minutos)
10;Baixar Planilha FBDI;Sucesso;;Contabilizacao validada;Configuração e Manutenção>Pesquisa> File Based Data Import - Import Journals;Controladoria;Fusion: GL;Walceir Hernandes;;
20;Inserir Lançamentos contabeis;Sucesso;;Contabilizacao validada;Criar Lançamentos na planilha ( preencher campos);Controladoria;Fusion: GL;Walceir Hernandes;;
30;Fazer upload da planilha dentro do sistema;Sucesso;;Contabilizacao validada;Ferramentas>Importação e Exportação de Arquivos;Controladoria;Fusion: GL;Walceir Hernandes;;
40;Realizar o Importação de Lanaçamentos;Sucesso;;Contabilizacao validada;Submeter importacao de lancamentos;Controladoria;Fusion: GL;Walceir Hernandes;;
50;Validar Contabilização;Sucesso;;Contabilizacao validada;Validar Lote Importado;Controladoria;Fusion: GL;Walceir Hernandes;;
60;Submeter Lançamento para Aprovação;Sucesso;;Contabilizacao validada;Submeter Lancamento para Aprovacao;Controladoria;Fusion: GL;Walceir Hernandes;;
