LIDER_CENARIO;STATUS_EDIT_CENARIO;IDENTIFICADOR_DE_CENARIO;COMANDO_CENARIO_EXECUCOES;NOME_CENARIO;PAGINA_APEX;ORIGEM_LINHA
DeiseRosa;SEM_EDIT_PLACEHOLDER;BELLO.FIS.0133.V6;"page.locator(""iframe[title=""Cenário e Execuções""]"").content_frame.get_by_text(""BELLO.FIS.0133.V6"").click()";DFE011-Emissão NFE Com ICMS não tributado;1;tr_child_11
