EXECUCAO_ID;RELATORIO;INDICE_ORIGINAL;LIDER;PRIORIDADE;PAGINA;LINHA_TR;INICIO;FIM;TEMPO_TOTAL_LINHA_SEGUNDOS;STATUS_FECHAMENTO;ULTIMO_EVENTO
20260630_172002;RELATORIO_15_RenatoMezzalira_P3;15;RenatoMezzalira;P3;;15;2026-06-30 17:20:03;2026-06-30 17:20:03;0,156;FIM_POR_NOVA_LINHA;[AVISO][CONFIGURAÇÃO] Apenas 1 relatório foi carregado. Verifique se o .env usado é o correto e se RELATORIO_02, RELATORIO_03... existem nele.
20260630_172002;RELATORIO_15_RenatoMezzalira_P3;15;RenatoMezzalira;P3;1;9;2026-06-30 17:20:03;2026-06-30 17:22:09;126,054;FIM_POR_NOVA_LINHA;[MÉTRICA] LINHA_COM_EDIT_DOWNLOAD | relatorio=RELATORIO_15_RenatoMezzalira_P3 | pagina=1 | origem=tr_child_9 | status=DOWNLOAD_OK | tempo=6.87s
20260630_172002;RELATORIO_15_RenatoMezzalira_P3;15;RenatoMezzalira;P3;1;10;2026-06-30 17:22:09;2026-06-30 17:22:18;9,564;FIM_POR_NOVA_LINHA;[MÉTRICA] LINHA_SEM_EDIT_PLACEHOLDER | relatorio=RELATORIO_15_RenatoMezzalira_P3 | pagina=1 | origem=tr_child_10 | status=PLACEHOLDER_GERADO | tempo=8.52s
20260630_172002;RELATORIO_15_RenatoMezzalira_P3;15;RenatoMezzalira;P3;1;11;2026-06-30 17:22:18;2026-06-30 17:22:28;9,612;FIM_POR_NOVA_LINHA;[MÉTRICA] LINHA_SEM_EDIT_PLACEHOLDER | relatorio=RELATORIO_15_RenatoMezzalira_P3 | pagina=1 | origem=tr_child_11 | status=PLACEHOLDER_GERADO | tempo=8.56s
20260630_172002;RELATORIO_15_RenatoMezzalira_P3;15;RenatoMezzalira;P3;1;12;2026-06-30 17:22:28;2026-06-30 17:22:37;9,183;FIM_POR_NOVA_LINHA;[MÉTRICA] LINHA_SEM_EDIT_PLACEHOLDER | relatorio=RELATORIO_15_RenatoMezzalira_P3 | pagina=1 | origem=tr_child_12 | status=PLACEHOLDER_GERADO | tempo=8.13s
20260630_172002;RELATORIO_15_RenatoMezzalira_P3;15;RenatoMezzalira;P3;1;13;2026-06-30 17:22:37;2026-06-30 17:22:47;9,573;FIM_POR_NOVA_LINHA;[MÉTRICA] LINHA_SEM_EDIT_PLACEHOLDER | relatorio=RELATORIO_15_RenatoMezzalira_P3 | pagina=1 | origem=tr_child_13 | status=PLACEHOLDER_GERADO | tempo=8.55s
20260630_172002;RELATORIO_15_RenatoMezzalira_P3;15;RenatoMezzalira;P3;1;14;2026-06-30 17:22:47;2026-06-30 17:22:56;9,612;FIM_POR_NOVA_LINHA;[MÉTRICA] LINHA_SEM_EDIT_PLACEHOLDER | relatorio=RELATORIO_15_RenatoMezzalira_P3 | pagina=1 | origem=tr_child_14 | status=PLACEHOLDER_GERADO | tempo=8.5s
20260630_172002;RELATORIO_15_RenatoMezzalira_P3;15;RenatoMezzalira;P3;1;15;2026-06-30 17:22:56;2026-06-30 17:23:06;9,533;FIM_POR_NOVA_LINHA;[MÉTRICA] LINHA_SEM_EDIT_PLACEHOLDER | relatorio=RELATORIO_15_RenatoMezzalira_P3 | pagina=1 | origem=tr_child_15 | status=PLACEHOLDER_GERADO | tempo=8.51s
20260630_172002;RELATORIO_15_RenatoMezzalira_P3;15;RenatoMezzalira;P3;1;16;2026-06-30 17:23:06;2026-06-30 17:23:15;9,528;FIM_POR_NOVA_LINHA;[MÉTRICA] LINHA_SEM_EDIT_PLACEHOLDER | relatorio=RELATORIO_15_RenatoMezzalira_P3 | pagina=1 | origem=tr_child_16 | status=PLACEHOLDER_GERADO | tempo=8.51s
20260630_172002;RELATORIO_15_RenatoMezzalira_P3;15;RenatoMezzalira;P3;1;17;2026-06-30 17:23:15;2026-06-30 17:23:25;9,401;FIM_POR_NOVA_LINHA;[MÉTRICA] LINHA_SEM_EDIT_PLACEHOLDER | relatorio=RELATORIO_15_RenatoMezzalira_P3 | pagina=1 | origem=tr_child_17 | status=PLACEHOLDER_GERADO | tempo=8.35s
